doc_id,origin_path,format,extracted_path,lang,words,char_count,timestamp
doc_108,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\39115899.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_108.txt,en,639,4873,2026-02-25T21:32:42.366422
doc_109,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\39674178.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_109.txt,en,706,5392,2026-02-25T21:32:42.980552
doc_110,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\42487883.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_110.txt,en,658,4929,2026-02-25T21:32:43.648619
doc_111,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\43685045.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_111.txt,en,697,5016,2026-02-25T21:32:44.580206
doc_112,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\49204385.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_112.txt,en,1523,11493,2026-02-25T21:32:46.001039
doc_113,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\49997097.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_113.txt,en,716,5252,2026-02-25T21:32:46.899883
doc_114,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\50222417.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_114.txt,en,1155,8688,2026-02-25T21:32:47.930292
doc_115,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\53640713.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_115.txt,en,1581,11712,2026-02-25T21:32:49.302080
doc_116,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\59403481.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_116.txt,en,766,5839,2026-02-25T21:32:49.852335
doc_117,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\62809577.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_117.txt,en,468,3758,2026-02-25T21:32:50.222466
doc_118,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\63137898.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_118.txt,en,789,5398,2026-02-25T21:32:50.993998
doc_119,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\75286906.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_119.txt,en,796,5905,2026-02-25T21:32:51.762318
doc_120,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\78257294.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_120.txt,en,1104,8591,2026-02-25T21:32:52.688854
doc_121,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\78403342.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_121.txt,en,867,6394,2026-02-25T21:32:53.809979
doc_122,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\80053367.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_122.txt,en,604,4725,2026-02-25T21:32:54.351319
doc_123,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\82649935.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_123.txt,en,696,5087,2026-02-25T21:32:54.917106
doc_124,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\87635012.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_124.txt,en,731,5561,2026-02-25T21:32:55.777353
doc_125,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../data\ACCOUNTANT\98559931.pdf,.pdf,E:\Documents\MY PROJECT AI\NLP\les_agents\core\../output\agent1\extracted\doc_125.txt,en,833,5880,2026-02-25T21:32:56.324087
